"","resp_id","site","Mig_status","Reason","hh_age","hh_size","dist2park","dist_mig","PA","new_dist","education","MigrantF","PC1","PC2","Inhereted","Rented","Bought","Borrowed","Cleared","z.Mig_status","z.Reason","z.hh_age","z.hh_size","z.dist2park","z.dist_mig","z.new_dist","z.PC1","z.PC2","z.Inhereted","z.Rented","z.Bought","z.Borrowed","z.Cleared"
"1","AMB005","Zahamena",0,2,38,8,2485,0,"Established",8.828,"Low","Migrant",-0.218687588535817,-0.645152645517864,13236,0,0,0,1000.8,-1.29950955347693,-2.14476105895272,1.99637342136478,1.0973506036408,0.0437746476460603,-0.435870677499847,-0.393081768077442,-0.185938768111002,-0.717377413788913,0.0688149544035812,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.498536345368285
"2","AMB007","Zahamena",1,NA,8,4,2429,NA,"Established",NA,"Low","Non-migrant",-0.85656882570908,-0.307421386566984,7974.4,0,3691.2,8420,8838,0.763461862667698,NA,-0.472364889378424,-0.689361276646146,0.0180686535862154,NA,NA,-0.827083362102647,-0.426263885595405,-0.160370386244155,-0.301206564441926,0.0490097166321708,1.43128206805679,-0.25177681857756
"3","AMB009","Zahamena",1,NA,49,5,2315,NA,"Established",NA,"Low","Non-migrant",0.862623305276695,-2.1552291750885,0,0,0,776,149628,0.763461862667698,NA,2.90157746863729,-0.242683306574408,-0.0342614057498973,NA,NA,0.900904038340533,-2.01901501680822,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.250226579679595,4.18109126911526
"4","AMB010","Zahamena",1,NA,13,6,2262,NA,"Established",NA,"Low","Non-migrant",1.08773720784006,-2.30461792429099,0,0,11543,11106,0,0.763461862667698,NA,-0.0609085042545568,0.203994663497329,-0.0585902929851076,NA,NA,1.12716960824577,-2.14778333392475,-0.507720162065445,-0.301206564441926,0.590126553707212,2.02214185714888,-0.530047208229021
"5","AMB018","Zahamena",1,NA,16,7,2328,NA,"Established",NA,"High","Non-migrant",0.290770624759449,-0.156902971201508,1155.6,0,0,15928,16652.5,0.763461862667698,NA,0.185965326819764,0.650672633569066,-0.0282939428431476,NA,NA,0.326125798588552,-0.296521832427881,-0.457384412549609,-0.301206564441926,-0.205374051295106,3.08287376444674,-0.00573201659392789
"6","AMB020","Zahamena",1,NA,10,3,2294,NA,"Established",NA,"Low","Non-migrant",-0.767953921783867,-0.449489832536651,6695,0,2409,0,0,0.763461862667698,NA,-0.307782335328877,-1.13603924671788,-0.0439011535223391,NA,NA,-0.738015110384644,-0.548722335783499,-0.21609862952086,-0.301206564441926,-0.0393547359134389,-0.420929184421018,-0.530047208229021
"7","AMB021","Zahamena",1,NA,10,8,2358,NA,"Established",NA,"Low","Non-migrant",-1.18582760886131,-0.0596662917419072,4666,0,802,17440,0,0.763461862667698,NA,-0.307782335328877,1.0973506036408,-0.0145228745968021,NA,NA,-1.15802661068887,-0.212706929077692,-0.304478030496657,-0.301206564441926,-0.150103195779914,3.4154798705924,-0.530047208229021
"8","AMB028","Zahamena",0,4,43,7,2071,0,"Established",8.828,"Low","Migrant",-0.380688588764719,0.302188801492743,23888,0,0,578,34975,-1.29950955347693,0,2.40782980648865,0.650672633569066,-0.146266094153507,-0.435870677499847,-0.393081768077442,-0.348768554386385,0.0992005716184477,0.532795919999537,-0.301206564441926,-0.205374051295106,-0.293782141198669,0.571164251157701
"9","AMB036","Zahamena",1,NA,3,7,2475,NA,"Established",NA,"Low","Non-migrant",-0.968408388209427,-0.0148576932892244,14778,0,223,840,20577,0.763461862667698,NA,-0.883821274502292,0.650672633569066,0.0391842915639451,NA,NA,-0.939495088161947,-0.174083352363214,0.13598155682087,-0.301206564441926,-0.19000572114562,-0.236148014340096,0.11783351227993
"10","AMB039","Zahamena",1,NA,60,7,910,NA,"Established",NA,"Low","Non-migrant",0.38423486269493,-1.13976261412563,8397,0,0,0,0,0.763461862667698,NA,3.8067815159098,0.650672633569066,-0.679206435287076,NA,NA,0.42006819317823,-1.14371536511852,-0.141962729835888,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"11","AMB042","Zahamena",1,NA,20,7,2203,NA,"Established",NA,"Low","Non-migrant",-0.622320617884213,-0.292215598252534,0,0,23117.2,615.5,0,0.763461862667698,NA,0.515130434918858,0.650672633569066,-0.085673393869587,NA,NA,-0.591636756454406,-0.413156983086783,-0.507720162065445,-0.301206564441926,1.38777734660488,-0.285532981820057,-0.530047208229021
"12","AMB046","Zahamena",1,NA,10,7,2293,NA,"Established",NA,"Low","Non-migrant",0.972627759283538,-1.27865182455684,59697,0,0,1579,0,0.763461862667698,NA,-0.307782335328877,0.650672633569066,-0.0443601891305506,NA,NA,1.01147126761668,-1.26343341609858,2.09256820661478,-0.301206564441926,-0.205374051295106,-0.0735845801855714,-0.530047208229021
"13","AMB049","Zahamena",1,NA,40,3,2051,NA,"Established",NA,"Low","Non-migrant",1.80038367563288,-1.88856666235435,17373.6,0,0,0,99769,0.763461862667698,NA,2.16095597541433,-1.13603924671788,-0.155446806317737,NA,NA,1.84346192666757,-1.78916047162893,0.249040981745848,-0.301206564441926,-0.205374051295106,-0.420929184421018,2.61124703313063
"14","AMB055","Zahamena",1,NA,17,5,2499,NA,"Established",NA,"Low","Non-migrant",0.17716411403146,-1.07848972683268,0,0,0,4763,0,0.763461862667698,NA,0.268256603844537,-0.242683306574408,0.0502011461610215,NA,NA,0.211938084715226,-1.09090009875004,-0.507720162065445,-0.301206564441926,-0.205374051295106,0.626824045454492,-0.530047208229021
"15","AMB057","Zahamena",1,NA,8,6,2255,NA,"Established",NA,"Low","Non-migrant",0.276539658605124,-0.273909982033908,4143.75,0,0,17804,0,0.763461862667698,NA,-0.472364889378424,0.203994663497329,-0.0618035422425882,NA,NA,0.311822027783886,-0.397378128207568,-0.327226252359452,-0.301206564441926,-0.205374051295106,3.4955517109608,-0.530047208229021
"16","AMB059","Zahamena",1,NA,7,4,2270,NA,"Established",NA,"Low","Non-migrant",1.29924383292969,2.24025483248944,12856,0,9101,0,0,0.763461862667698,NA,-0.554656166403198,-0.689361276646146,-0.0549180081194155,NA,NA,1.33975828677559,1.76975141700968,0.0522628733928355,-0.301206564441926,0.421833001128536,-0.420929184421018,-0.530047208229021
"17","AMB060","Zahamena",1,NA,14,8,2294,NA,"Established",NA,"Low","Non-migrant",0.3520572272053,1.70758592619424,8558,0,22432,0,0,0.763461862667698,NA,0.0213827727702167,1.0973506036408,-0.0439011535223391,NA,NA,0.387725939104364,1.3106078803638,-0.134949874460283,-0.301206564441926,1.34055591244153,-0.420929184421018,-0.530047208229021
"18","AMB061","Zahamena",1,NA,25,4,2477,NA,"Established",NA,"Low","Non-migrant",0.517063197828152,-0.669977221905393,0,0,0,0,15114,0.763461862667698,NA,0.926586820042725,-0.689361276646146,0.0401023627803682,NA,NA,0.553576068996881,-0.738775403541274,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.0541727265372151
"19","AMB064","Zahamena",1,NA,3,3,2277,NA,"Established",NA,"High","Non-migrant",1.13740248362365,1.00195541630545,0,0,0,15510,0,0.763461862667698,NA,-0.883821274502292,-1.13603924671788,-0.0517047588619349,NA,NA,1.17708896818628,0.702376981119183,-0.507720162065445,-0.301206564441926,-0.205374051295106,2.99092313457314,-0.530047208229021
"20","AMB067","Zahamena",1,NA,9,6,2500,NA,"Established",NA,"Low","Non-migrant",0.25602366947792,0.17424953968144,0,19484,0,0,0,0.763461862667698,NA,-0.390073612353651,0.203994663497329,0.050660181769233,NA,NA,0.291201080258311,-0.0110789743615657,-0.507720162065445,4.47588116798822,-0.205374051295106,-0.420929184421018,-0.530047208229021
"21","AMB079","Zahamena",1,NA,8,5,2429,NA,"Established",NA,"Low","Non-migrant",-0.236615248219079,-0.189709440411335,6290,0,11642,0,0,0.763461862667698,NA,-0.472364889378424,-0.242683306574408,0.0180686535862154,NA,NA,-0.203958144476078,-0.324799958145091,-0.233739663229681,-0.301206564441926,0.59694926529824,-0.420929184421018,-0.530047208229021
"22","AMB083","Zahamena",1,NA,7,6,2347,NA,"Established",NA,"Low","Non-migrant",0.520945691994066,-0.659051696818622,10943,0,0,158,0,0.763461862667698,NA,-0.554656166403198,0.203994663497329,-0.0195722662871288,NA,NA,0.55747842573763,-0.729357950844545,-0.0310637870638922,-0.301206564441926,-0.205374051295106,-0.38617272623913,-0.530047208229021
"23","AMB085","Zahamena",1,NA,6,5,2287,NA,"Established",NA,"Low","Non-migrant",0.617636570679429,0.0175404872461211,28088.5,0,0,204,0,0.763461862667698,NA,-0.636947443427971,-0.242683306574408,-0.0471144027798197,NA,NA,0.654663968350766,-0.146157158406538,0.715761752330161,-0.301206564441926,-0.205374051295106,-0.376053757401365,-0.530047208229021
"24","AMP001","Ampahitra",0,4,8,3,-1703,18.4,"New",21.029,"Low","Migrant",-0.659926547029086,-0.536930653072463,0,0,0,0,41616,-1.29950955347693,0,-0.472364889378424,-1.13603924671788,-1.87866647954377,-0.323961902084967,-0.317438279974676,-0.629435074962902,-0.624093522487948,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.780260614325312
"25","AMP008","Ampahitra",1,NA,8,10,-2357,NA,"New",NA,"Low","Non-migrant",-0.614902416721333,0.816168427823444,14628,0,0,0,14628,0.763461862667698,NA,-0.472364889378424,1.99070654378428,-2.1788757673141,NA,NA,-0.584180604281316,0.542234547524342,0.129447840632418,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.0694747642573566
"26","AMP014","Ampahitra",0,5,2,7,-2390,37.57,"New",32.082,"Low","Migrant",-0.300862623804437,1.32152081251215,0,0,0,0,76956.75,-1.29950955347693,1.07238052947636,-0.966112551527065,0.650672633569066,-2.19402394238508,-0.207369987698921,-0.24891213670774,-0.268534205244447,0.977832117452356,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,1.89298795909504
"27","AMP016","Ampahitra",0,4,3,3,-1112,0,"New",13.676,"Low","Migrant",0.200791249691918,-0.234524764756149,0,0,0,0,75494.5,-1.29950955347693,0,-0.883821274502292,-1.13603924671788,-1.60737643509076,-0.435870677499847,-0.363025245634838,0.235686095187111,-0.363429332363166,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,1.84694803181875
"28","AMP017","Ampahitra",0,4,34,5,-1717,18.4,"New",21.029,"Low","Migrant",1.26661995343083,1.52933624764795,0,0,0,0,144114,-1.29950955347693,0,1.66720831326569,-0.242683306574408,-1.88509297805873,-0.323961902084967,-0.317438279974676,1.30696750573864,1.15696236652489,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,4.00747926090773
"29","AMP021","Ampahitra",0,4,9,10,-2408,29.4,"New",25.897,"Low","Migrant",0.681807373184708,0.779736559083279,0,0,0,0,81636.5,-1.29950955347693,0,-0.390073612353651,1.99070654378428,-2.20228658333288,-0.257059916782593,-0.28725776197744,0.719163064296412,0.510831443528052,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,2.04033304350005
"30","AMP031","Ampahitra",0,4,2,4,-61,33.84,"New",34.905,"High","Migrant",0.979023024715978,1.23774500172931,4249,26535,0,0,0,-1.29950955347693,0,-0.966112551527065,-0.689361276646146,-1.12493001086046,-0.23005584271509,-0.231410164171546,1.01789925079004,0.905620051770241,-0.322641761500555,6.20464556961853,-0.205374051295106,-0.420929184421018,-0.530047208229021
"31","AMP032","Ampahitra",1,NA,6,4,-79,NA,"New",NA,"Low","Non-migrant",-0.477138787442106,0.20635779946015,377.75,0,0,1511,0,0.763461862667698,NA,-0.636947443427971,-0.689361276646146,-1.13319265180826,NA,NA,-0.445712185689073,0.0165973171886145,-0.491266086797526,-0.301206564441926,-0.205374051295106,-0.0885430558587888,-0.530047208229021
"32","AMP033","Ampahitra",0,4,34,6,-186,18.4,"New",21.029,"High","Migrant",0.122812699781017,3.06895523171905,0,0,0,14269.2,0,-1.29950955347693,0,1.66720831326569,0.203994663497329,-1.1823094618869,-0.323961902084967,-0.317438279974676,0.157308612343699,2.4840646191234,-0.507720162065445,-0.301206564441926,-0.205374051295106,2.7179749490536,-0.530047208229021
"33","AMP037","Ampahitra",0,5,10,5,81,33.41,"New",35.878,"Low","Migrant",-1.13325867072695,0.202722683656691,21180,0,0,0,0,-1.29950955347693,1.07238052947636,-0.307782335328877,-0.242683306574408,-1.05974695449442,-0.232671102140546,-0.225377780438738,-1.10518873345943,0.013463963793302,0.414840563744012,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"34","AMP039","Ampahitra",0,4,7,8,-998,29.4,"New",25.897,"Low","Migrant",-0.0367331331576043,1.78781630302216,0,0,0,0,39414.25,-1.29950955347693,0,-0.554656166403198,1.0973506036408,-1.55504637575465,-0.257059916782593,-0.28725776197744,-0.00305344617332591,1.37976389553167,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.710937030888437
"35","AMP041","Ampahitra",0,2,39,7,-905,23.097,"New",22.77,"Low","Migrant",0.399138520023445,1.15859795494961,0,0,0,0,44125,-1.29950955347693,-2.14476105895272,2.07866469838955,0.650672633569066,-1.51235606419098,-0.295394754360853,-0.306644466944029,0.435048096599164,0.837397832406513,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.8592581711974
"36","AMP042","Ampahitra",0,3,2,3,470,481.156,"New",473.586,"Low","Migrant",-1.44070730003001,0.00596009846200929,7308.9,5829,0,0,0,-1.29950955347693,-1.07238052947636,-0.966112551527065,-1.13603924671788,-0.881182102900143,2.4905194716046,2.48831453088703,-1.41421024893983,-0.15613908263608,-0.189358307066921,1.12794783877791,-0.205374051295106,-0.420929184421018,-0.530047208229021
"37","AMP044","Ampahitra",1,NA,6,4,-181,NA,"New",NA,"Low","Non-migrant",-0.1542800688401,0.723462700392325,0,0,0,0,89042.4,0.763461862667698,NA,-0.636947443427971,-0.689361276646146,-1.18001428384584,NA,NA,-0.121201743945949,0.462325179703154,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,2.273512798956
"38","AMP050","Ampahitra",1,NA,10,6,-46,NA,"New",NA,"Low","Non-migrant",2.31039953852499,0.980730033414343,113228.2,0,0,0,116129.7,0.763461862667698,NA,-0.307782335328877,0.203994663497329,-1.11804447673728,NA,NA,2.3560869958612,0.684081380884006,4.42428599346328,-0.301206564441926,-0.205374051295106,-0.420929184421018,3.12637470499878
"39","AMP052","Ampahitra",0,6,7,6,120,425.84,"New",425.646,"Low","Migrant",-0.67340474487226,-0.0445337431107491,0,0,0,19230,30955.5,-1.29950955347693,2.14476105895272,-0.554656166403198,0.203994663497329,-1.04184456577417,2.15408763351496,2.19109718643604,-0.64298222634518,-0.199663156830312,-0.507720162065445,-0.301206564441926,-0.205374051295106,3.8092397449315,0.444607583223321
"40","AMP054","Ampahitra",1,NA,4,5,111,NA,"New",NA,"Low","Non-migrant",-1.31973827805551,-0.0450623051179004,0,9815,0,0,29445,0.763461862667698,NA,-0.801529997477518,-0.242683306574408,-1.04597588624808,NA,NA,-1.29262235771559,-0.200118760351434,-0.507720162065445,2.10523544406772,-0.205374051295106,-0.420929184421018,0.39704847216103
"41","AMP061","Ampahitra",1,NA,34,6,2481,NA,"New",NA,"Low","Non-migrant",-0.339536270506322,-0.303749650921879,165465,0,0,0,640.5,0.763461862667698,NA,1.66720831326569,0.203994663497329,0.0419385052132142,NA,NA,-0.307405703680011,-0.423098967069472,6.69962216541623,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.509880633826242
"42","AMP072","Ampahitra",1,NA,10,4,1842,NA,"New",NA,"Low","Non-migrant",-1.43047432225822,-0.255285758989344,0,664,0,0,0,0.763461862667698,NA,-0.307782335328877,-0.689361276646146,-0.251385248433944,NA,NA,-1.40392491995306,-0.38132464444889,-0.507720162065445,-0.138407023570769,-0.205374051295106,-0.420929184421018,-0.530047208229021
"43","AMP073","Ampahitra",0,5,30,2,3934,NA,"New",NA,"Low","Migrant",4.0167154991269,5.46791045911344,17060,0,0,0,70602,-1.29950955347693,1.07238052947636,1.33804320516659,-1.58271721678962,0.708917243944546,NA,NA,4.07113235231275,4.55188719022456,0.23538115910119,-0.301206564441926,-0.205374051295106,-0.420929184421018,1.6929043702019
"44","AMP074","Ampahitra",1,NA,4,4,1497,NA,"New",NA,"Low","Non-migrant",-0.298274294360495,1.32880449590333,0,0,0,0,32444,0.763461862667698,NA,-0.801529997477518,-0.689361276646146,-0.409752533266917,NA,NA,-0.265932634083949,0.984110419250175,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.491474009450544
"45","AMP080","Ampahitra",0,5,12,5,2644,18.4,"New",21.029,"Low","Migrant",-0.435916162763362,-0.183532255125754,0,0,0,0,4083,-1.29950955347693,1.07238052947636,-0.14319978127933,-0.242683306574408,0.116761309351691,-0.323961902084967,-0.317438279974676,-0.40427866887951,-0.319475422274835,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.40149119997524
"46","AMP082","Ampahitra",1,NA,3,3,4939,NA,"New",NA,"Low","Non-migrant",-0.232732754053165,-0.178783915324564,2535,0,0,0,4142.5,0.763461862667698,NA,-0.883821274502292,-1.13603924671788,1.17024803019712,NA,NA,-0.20005578773533,-0.315382505448362,-0.397300358480602,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.399617802353124
"47","AMP089","Ampahitra",0,4,7,5,3028,NA,"New",NA,"Low","Migrant",-0.558109043039479,0.0798967045872834,13994.4,0,0,0,216,-1.29950955347693,0,-0.554656166403198,-0.242683306574408,0.293030982904913,NA,NA,-0.527096679580804,-0.0924080962339213,0.101849423452396,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.523246302575625
"48","AMP091","Ampahitra",0,4,12,9,3170,0,"New",13.676,"Low","Migrant",0.182743250004668,-0.0694621506656952,60956,0,0,0,26006.5,-1.29950955347693,0,-0.14319978127933,1.54402857371254,0.358214039270948,-0.435870677499847,-0.363025245634838,0.21754576316681,-0.221150645723431,2.14740786448986,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.288784981007313
"49","AMP098","Ampahitra",1,NA,4,4,1855,NA,"New",NA,"Low","Non-migrant",-0.852837626500418,1.21951935108611,401,0,0,3523,22511,0.763461862667698,NA,-0.801529997477518,-0.689361276646146,-0.245417785527194,NA,NA,-0.823333074333813,0.889910124655867,-0.490253360788316,-0.301206564441926,-0.205374051295106,0.354051842001704,0.178726806417283
"50","AMP102","Ampahitra",0,4,25,8,2083,33.84,"New",34.905,"High","Migrant",0.990550619849019,1.54716179238004,0,0,0,0,17902.8,-1.29950955347693,0,0.926586820042725,1.0973506036408,-0.140757666854969,-0.23005584271509,-0.231410164171546,1.02948582031202,1.17232741515868,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.0336345220099668
"51","AMP104","Ampahitra",0,4,8,5,1442,0,"New",13.676,"Low","Migrant",-0.671383383102492,-0.0632782394879829,29408,0,0,0,19274,-1.29950955347693,0,-0.472364889378424,-0.242683306574408,-0.43499949171855,-0.435870677499847,-0.363025245634838,-0.640950523426732,-0.215820312349579,0.773236675734579,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.0768076786393042
"52","AMP107","Ampahitra",0,3,13,5,-221,29.4,"New",25.897,"Low","Migrant",-0.567238502513625,-0.161644585110566,0,0,0,0,19300,-1.29950955347693,-1.07238052947636,-0.0609085042545568,-0.242683306574408,-1.1983757081743,-0.257059916782593,-0.28725776197744,-0.536272844745738,-0.300608951750757,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.0776263061716574
"53","AMP108","Ampahitra",0,4,2,6,321,18.4,"New",21.029,"Low","Migrant",-1.01617214291837,0.14077475499001,0,0,0,6528,0,-1.29950955347693,0,-0.966112551527065,0.203994663497329,-0.949578408523658,-0.323961902084967,-0.317438279974676,-0.987503198975941,-0.0399331666187815,-0.507720162065445,-0.301206564441926,-0.205374051295106,1.01508448020786,-0.530047208229021
"54","AMP109","Ampahitra",0,4,4,3,518,671.33,"New",657.72,"High","Migrant",-1.12290535295118,0.231857417221413,0,0,0,0,40437,-1.29950955347693,0,-0.801529997477518,-1.13603924671788,-0.85914839370599,3.64715748550402,3.62990440371015,-1.09478244881743,0.0385771709845783,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.743139004300525
"55","AMP110","Ampahitra",1,NA,7,3,381,NA,"New",NA,"Low","Non-migrant",-1.63864374343197,0.231827523271898,0,0,0,1043,0,0.763461862667698,NA,-0.554656166403198,-1.13603924671788,-0.922036272030967,NA,NA,-1.61315932165982,0.0385514033575544,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.191492564903874,-0.530047208229021
"56","AMP113","Ampahitra",1,NA,12,5,319,NA,"New",NA,"Low","Non-migrant",1.64274327381096,1.95561324413495,54207.5,0,151974,0,32524.5,0.763461862667698,NA,-0.14319978127933,-0.242683306574408,-0.950496479740081,NA,NA,1.68501504732263,1.52439948448829,1.85345597317139,-0.301206564441926,10.2681084874403,-0.420929184421018,0.494008606233407
"57","AMP115","Ampahitra",0,3,1,3,518,33.41,"New",35.878,"Low","Migrant",-1.33009159583128,-0.0741970386826226,0,0,2052,0,0,-1.29950955347693,-1.07238052947636,-1.04840382855184,-1.13603924671788,-0.85914839370599,-0.232671102140546,-0.225377780438738,-1.30302864235759,-0.22523196754271,-0.507720162065445,-0.301206564441926,-0.0639578474083559,-0.420929184421018,-0.530047208229021
"58","AMP118","Ampahitra",1,NA,13,7,407,NA,"New",NA,"Low","Non-migrant",-0.653416371952147,1.5037227568166,5394,7446,0,0,2697,0.763461862667698,NA,-0.0609085042545568,0.650672633569066,-0.910101346217468,NA,NA,-0.622891594275156,1.13488435778969,-0.272767727928702,1.52440394960421,-0.205374051295106,-0.420929184421018,-0.445130344584532
"59","AMP120","Ampahitra",0,6,1,5,1057,681.757,"New",670.768,"Low","Migrant",3.0132637143785,5.81232359976506,0,0,1065,0,0,-1.29950955347693,2.14476105895272,-1.04840382855184,-0.242683306574408,-0.611728200879983,3.71057448557201,3.71079910355155,3.06254697680663,4.84876028643353,-0.507720162065445,-0.301206564441926,-0.131978214482538,-0.420929184421018,-0.530047208229021
"60","AMP122","Ampahitra",1,NA,41,11,1424,NA,"New",NA,"Low","Non-migrant",0.321679283129506,1.44651644205898,0,0,0,0,39638,0.763461862667698,NA,2.2432472524391,2.43738451385602,-0.443262132666357,NA,NA,0.35719258354262,1.08557434670049,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.717981950517823
"61","AMP123","Ampahitra",1,NA,14,6,1892,NA,"New",NA,"Low","Non-migrant",0.436177481494143,1.37728483000112,8111,0,0,0,4901,0.763461862667698,NA,0.0213827727702167,0.203994663497329,-0.228433468023368,NA,NA,0.472276546865608,1.02589891449059,-0.154420348701871,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.375735918380434
"62","AMP127","Ampahitra",1,NA,3,3,74,NA,"New",NA,"Low","Non-migrant",0.225113590235491,0.983358096829407,0,18357,0,0,11014.2,0.763461862667698,NA,-0.883821274502292,-1.13603924671788,-1.0629602037519,NA,NA,0.260132867162785,0.686346687374889,-0.507720162065445,4.19956327256383,-0.205374051295106,-0.420929184421018,-0.183257694119593
