"","resp_id","site","Mig_status","Reason","hh_age","hh_size","dist2park","dist_mig","PA","new_dist","education","MigrantF","PC1","PC2","Inhereted","Rented","Bought","Borrowed","Cleared","z.Mig_status","z.Reason","z.hh_age","z.hh_size","z.dist2park","z.dist_mig","z.new_dist","z.PC1","z.PC2","z.Inhereted","z.Rented","z.Bought","z.Borrowed","z.Cleared"
"63","AMP131","Ampahitra",0,5,7,6,25,61.53,"New",66.002,"Low","Migrant",-1.63883438985631,-0.274601465572894,0,0,0,5095,1528.5,-1.29950955347693,1.07238052947636,-0.554656166403198,0.203994663497329,-1.08545294855427,-0.0616452997130234,-0.0386156760532168,-1.61335094341824,-0.397974164871001,-0.507720162065445,-0.301206564441926,-0.205374051295106,0.699856603153142,-0.481921355028947
"64","AMP138","Ampahitra",1,NA,13,6,127,NA,"New",NA,"Low","Non-migrant",0.576103412211649,0.177641768377642,3205.75,0,0,0,12823,0.763461862667698,NA,-0.0609085042545568,0.203994663497329,-1.03863131651669,NA,NA,0.612918329082524,-0.00815498187340147,-0.36808375759124,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.126306406407265
"65","AMP139","Ampahitra",1,NA,2,5,-19,NA,"New",NA,"Low","Non-migrant",-1.21312056223933,-0.503472310546285,0,0,0,0,11067,0.763461862667698,NA,-0.966112551527065,-0.242683306574408,-1.10565051531557,NA,NA,-1.18545919295125,-0.595253502850562,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.18159525051543
"66","AMP143","Ampahitra",1,NA,4,4,73,NA,"New",NA,"Low","Non-migrant",0.447754657571537,1.19401300743272,37359,0,0,0,60705,0.763461862667698,NA,-0.801529997477518,-0.689361276646146,-1.06341923936011,NA,NA,0.483912950984663,0.86792447335631,1.11956719183047,-0.301206564441926,-0.205374051295106,-0.420929184421018,1.3812906514442
"67","AMP145","Ampahitra",1,NA,15,7,-101,NA,"New",NA,"Low","Non-migrant",1.03348405019974,-0.276591804990482,17136,0,0,0,37629.6,0.763461862667698,NA,0.10367404979499,0.650672633569066,-1.14329143518892,NA,NA,1.07263889515846,-0.399689773701396,0.23869157530334,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.654746122210967
"68","AMP173","Ampahitra",0,4,9,6,2575,29.4,"New",25.897,"Low","Migrant",-1.01358381347443,0.148058438381191,0,0,0,15850,0,-1.29950955347693,0,-0.390073612353651,0.203994663497329,0.0850878523850966,-0.257059916782593,-0.28725776197744,-0.984901627815445,-0.033654864820962,-0.507720162065445,-0.301206564441926,-0.205374051295106,3.06571551293922,-0.530047208229021
"69","AMP176","Ampahitra",0,4,5,5,971,29.4,"New",25.897,"Low","Migrant",-0.72874768727606,0.672623396020644,0,0,0,5798.75,0,-1.29950955347693,0,-0.719238720452745,-0.242683306574408,-0.651205263186174,-0.257059916782593,-0.28725776197744,-0.698608299460338,0.418503327640901,-0.507720162065445,-0.301206564441926,-0.205374051295106,0.854665827491771,-0.530047208229021
"70","AMP192","Ampahitra",0,4,10,8,1255,29.4,"New",25.897,"Low","Migrant",-0.434893180363343,1.61276501452657,0,0,4967,0,7781.1,-1.29950955347693,0,-0.307782335328877,1.0973506036408,-0.520839150454103,-0.257059916782593,-0.28725776197744,-0.40325045297144,1.22887529147686,-0.507720162065445,-0.301206564441926,0.136933104994118,-0.420929184421018,-0.285054027767719
"71","AMP196","Ampahitra",0,4,7,10,2271,29.4,"New",25.897,"Low","Migrant",-0.689059454687974,0.265351124113484,29302,0,0,0,6706,-1.29950955347693,0,-0.554656166403198,1.99070654378428,-0.054458972511204,-0.257059916782593,-0.28725776197744,-0.658717024586513,0.0674476735726971,0.76861951629474,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.318904276230526
"72","AMP199","Ampahitra",0,4,2,11,979,29.4,"New",25.897,"Low","Migrant",-0.89852349322298,0.181801758272651,0,8411,6652,0,0,-1.29950955347693,0,-0.966112551527065,2.43738451385602,-0.647532978320482,-0.257059916782593,-0.28725776197744,-0.869252666828485,-0.00456920382209725,-0.507720162065445,1.76100267993654,0.253057034598979,-0.420929184421018,-0.530047208229021
"73","AMP201","Ampahitra",0,4,15,9,455,70.74,"New",83.827,"Low","Migrant",0.245546071189378,1.06572258009452,0,0,0,0,174742.2,-1.29950955347693,0,0.10367404979499,1.54402857371254,-0.888067637023315,-0.00563009201894507,0.0718953620118446,0.280669879292935,0.757342233939412,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.420929184421018,4.97182879115472
"74","ANT001","Zahamena",0,3,4,6,1878,22.875,"Established",25.327,"High","Migrant",0.88850659971612,-2.08239234117669,0,0,0,6958,0,-1.29950955347693,-1.07238052947636,-0.801529997477518,0.203994663497329,-0.234859966538329,-0.296744958064229,-0.29079163528443,0.926919749945519,-1.95623199883003,-0.507720162065445,-0.301206564441926,-0.205374051295106,1.10967484108261,-0.530047208229021
"75","ANT003","Zahamena",1,NA,25,5,2048,NA,"Established",NA,"Low","Non-migrant",-0.66802370602589,-1.33719351480191,846,0,18138.9,0,0,0.763461862667698,NA,0.926586820042725,-0.242683306574408,-0.156823913142372,NA,NA,-0.637573658471797,-1.3138944780879,-0.470870002762575,-0.301206564441926,1.04469143636638,-0.420929184421018,-0.530047208229021
"76","ANT013","Zahamena",1,NA,16,3,1898,NA,"Established",NA,"Low","Non-migrant",0.861329140554724,-2.15887101678409,17026,0,0,291,21248,0.763461862667698,NA,0.185965326819764,-1.13603924671788,-0.225679254374099,NA,NA,0.899603252760284,-2.02215416770713,0.233900183431808,-0.301206564441926,-0.205374051295106,-0.356915707642984,0.138960399749508
"77","ANT015","Zahamena",1,NA,43,4,1776,NA,"Established",NA,"High","Non-migrant",0.637509402713335,-2.005840425886,3595,0,0,0,21340,0.763461862667698,NA,2.40782980648865,-0.689361276646146,-0.281681598575904,NA,NA,0.674638468435305,-1.89024669969168,-0.351128764082206,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.141857081787066
"78","ANT017","Zahamena",1,NA,30,7,1923,NA,"Established",NA,"Low","Non-migrant",-0.681852195094891,-0.459740316249687,24522,0,19992.1,743,30308,0.763461862667698,NA,1.33804320516659,0.650672633569066,-0.214203364168811,NA,NA,-0.651472893145875,-0.557557924436624,0.560411760422728,-0.301206564441926,1.17240708404812,-0.257485839932774,0.424220609100293
"79","ANT021","Zahamena",1,NA,1,4,2049,NA,"Established",NA,"High","Non-migrant",-0.433518479743755,-0.682677560579366,25771,0,0,0,0,0.763461862667698,NA,-1.04840382855184,-0.689361276646146,-0.15636487753416,NA,NA,-0.401868719477425,-0.749722688705572,0.614815837218574,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"80","ANT026","Zahamena",1,NA,20,8,1953,NA,"Established",NA,"Low","Non-migrant",-1.10756602271187,-0.230869471276296,2242,0,0,0,4896,0.763461862667698,NA,0.515130434918858,1.0973506036408,-0.200432295922466,NA,NA,-1.07936464361287,-0.360278586457063,-0.410062884102046,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.375893346752041
"81","ANT034","Zahamena",1,NA,5,7,1939,NA,"Established",NA,"Low","Non-migrant",-1.02017013130092,-0.237478113293743,4168,0,0,2579,0,0.763461862667698,NA,-0.719238720452745,0.650672633569066,-0.206858794437427,NA,NA,-0.991521640793845,-0.365975024211279,-0.326169968242319,-0.301206564441926,-0.205374051295106,0.146393003244097,-0.530047208229021
"82","ANT037","Zahamena",1,NA,19,7,1925,NA,"Established",NA,"Low","Non-migrant",-0.145291674845936,-0.034113611973746,16142,0,0,7675,5440,0.763461862667698,NA,0.432839157894084,0.650672633569066,-0.213285292952388,NA,NA,-0.112167365942352,-0.190681337531278,0.195394816027863,-0.301206564441926,-0.205374051295106,1.26739876840169,-0.358765139921265
"83","ANT047","Zahamena",1,NA,27,10,1894,NA,"Established",NA,"Low","Non-migrant",0.702453473032513,-1.16604040689343,0,0,0,1648,19421,0.763461862667698,NA,1.09116937409227,1.99070654378428,-0.227515396806945,NA,NA,0.739914788180142,-1.16636598084635,-0.507720162065445,-0.301206564441926,-0.205374051295106,-0.0584061269289243,0.0814360727645321
"84","ANT048","Zahamena",1,NA,3,8,1995,NA,"Established",NA,"Low","Non-migrant",1.06900724557087,1.23842004310305,10012.6,0,0,962.75,0,0.763461862667698,NA,-0.883821274502292,1.0973506036408,-0.181152800377582,NA,NA,1.10834382476956,0.906201915813849,-0.0715902506754653,-0.301206564441926,-0.205374051295106,-0.209145765974104,-0.530047208229021
"85","ANT050","Zahamena",1,NA,3,4,2007,NA,"Established",NA,"Low","Non-migrant",-0.194204135648801,0.473027038086427,0,0,7253,0,0,0.763461862667698,NA,-0.883821274502292,-0.689361276646146,-0.175644373079044,NA,NA,-0.161330059552145,0.246457659871501,-0.507720162065445,-0.301206564441926,0.294475718096024,-0.420929184421018,-0.530047208229021
"86","ANT051","Zahamena",1,NA,1,5,2038,NA,"Established",NA,"High","Non-migrant",-0.0309089706979274,-0.470672567228589,7815,0,0,21977.5,0,0.763461862667698,NA,-1.04840382855184,-0.242683306574408,-0.161414269224487,NA,NA,0.00280051230348794,-0.566981174636949,-0.167313548647083,-0.301206564441926,-0.205374051295106,4.41362815540452,-0.530047208229021
"87","ANT052","Zahamena",1,NA,30,7,2048,NA,"Established",NA,"Low","Non-migrant",-0.0899845331827604,1.13207180465817,18397.8,0,0,1483,7676,0.763461862667698,NA,1.33804320516659,0.650672633569066,-0.156823913142372,NA,NA,-0.0565772767219609,0.814533140447823,0.2936531958806,-0.301206564441926,-0.205374051295106,-0.0947024281948196,-0.288363172138886
"88","ANT062","Zahamena",1,NA,3,3,1923,NA,"Established",NA,"High","Non-migrant",0.473372583709453,0.00300974030540557,3120,10887,0,0,0,0.763461862667698,NA,-0.883821274502292,-1.13603924671788,-0.214203364168811,NA,NA,0.509661936682044,-0.158682196871556,-0.371818865345638,2.36806843776332,-0.205374051295106,-0.420929184421018,-0.530047208229021
"89","SAH002","Sahavazina",0,4,18,8,3113,0,"New",4.556,"Low","Migrant",-0.77823693313929,-0.262576168272655,10930,0,0,0,15942.9,-1.29950955347693,0,0.350547880869311,1.0973506036408,0.332049009602892,-0.435870677499847,-0.419567218546668,-0.748350728923449,-0.387608743750306,-0.0316300424668914,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.0280742510923073
"90","SAH005","Sahavazina",0,3,30,2,2372,0,"New",4.556,"Low","Migrant",-0.437400973909668,-0.693603085666137,1828.2,0,0,0,6648,-1.29950955347693,-1.07238052947636,1.33804320516659,-1.58271721678962,-0.00809637608184093,-0.435870677499847,-0.419567218546668,-0.405771076218172,-0.759140141402301,-0.428087229160589,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.32073044534116
"91","SAH006","Sahavazina",1,NA,18,2,2811,NA,"New",NA,"Low","Non-migrant",-0.116971345919821,1.56202211789556,7417.25,0,0,0,2824.5,0.763461862667698,NA,0.350547880869311,-1.58271721678962,0.193420255923014,NA,NA,-0.083702152148782,1.18513653979927,-0.184638786073462,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.441115921108569
"92","SAH008","Sahavazina",1,NA,13,6,3076,NA,"New",NA,"Low","Non-migrant",-1.01499347241303,-0.222910746511382,3567.6,0,0,3816,0,0.763461862667698,NA,-0.0609085042545568,0.203994663497329,0.315064692099066,NA,NA,-0.986318498472843,-0.353418420615641,-0.352322256239297,-0.301206564441926,-0.205374051295106,0.418505273946596,-0.530047208229021
"93","SAH009","Sahavazina",0,4,18,4,2929,29.28,"New",22.676,"Low","Migrant",0.126140522747149,1.17323856141526,0,0,13200,1697,0,-1.29950955347693,0,0.350547880869311,-0.689361276646146,0.247586457691973,-0.257789756622256,-0.307227246050796,0.160653460224712,0.85001756626339,-0.507720162065445,-0.301206564441926,0.70432082750855,-0.0476272253408705,-0.530047208229021
"94","SAH013","Sahavazina",1,NA,2,3,4218,NA,"New",NA,"Low","Non-migrant",-0.108071884337093,-0.725309782662496,4191,0,1364,682,0,0.763461862667698,NA,-0.966112551527065,-1.13603924671788,0.839283356676616,NA,NA,-0.0747571615287608,-0.786470298695544,-0.325168131760089,-0.301206564441926,-0.111372247152062,-0.270904472521984,-0.530047208229021
"95","SAH021","Sahavazina",1,NA,12,6,6616,NA,"New",NA,"Low","Non-migrant",-0.706937533426884,0.228105716000886,37032.3,0,8922,0,0,0.763461862667698,NA,-0.14319978127933,0.203994663497329,1.94005074516783,NA,NA,-0.676686566354514,0.0353433246938079,1.10533675797202,-0.301206564441926,0.409496987241729,-0.420929184421018,-0.530047208229021
"96","SAH023","Sahavazina",1,NA,4,4,6665,NA,"New",NA,"Low","Non-migrant",-0.15686885092333,0.149158210594659,58184,0,0,0,0,0.763461862667698,NA,-0.801529997477518,-0.689361276646146,1.96254348997019,NA,NA,-0.123803770061407,-0.0327068963969956,2.02666478932726,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"97","SAH024","Sahavazina",0,3,4,4,6599,20.41,"New",13.226,"High","Migrant",0.686984032072593,0.79430392586564,7052,0,44072,0,1218,-1.29950955347693,-1.07238052947636,-0.801529997477518,-0.689361276646146,1.93224713982823,-0.311737084770624,-0.36581514561404,0.724366206617409,0.52338804712369,-0.200548384992344,-0.301206564441926,2.83190418344995,-0.420929184421018,-0.491697656905704
"98","SAH027","Sahavazina",1,NA,6,2,6620,NA,"New",NA,"Low","Non-migrant",-0.0204008539080244,-1.25607635891826,1185,0,0,6364,0,0.763461862667698,NA,-0.636947443427971,-1.58271721678962,1.94188688760068,NA,NA,0.0133623879007932,-1.24397408777619,-0.456103804176672,-0.301206564441926,-0.205374051295106,0.979008156525391,-0.530047208229021
"99","SAH029","Sahavazina",1,NA,11,2,6608,NA,"New",NA,"Low","Non-migrant",2.23793520184139,-0.959922476676124,8440,0,9528,159,20027,0.763461862667698,NA,-0.225491058304104,-1.58271721678962,1.93637846030214,NA,NA,2.28325193658313,-0.988698926645037,-0.140089731195199,-0.301206564441926,0.45126025213226,-0.3859527486557,0.100516391403227
"100","SAH033","Sahavazina",0,6,8,2,6652,0,"New",4.556,"Low","Migrant",-0.779531097861261,-0.266218009968246,12643,0,0,0,0,-1.29950955347693,2.14476105895272,-0.472364889378424,-1.58271721678962,1.95657602706344,-0.435870677499847,-0.419567218546668,-0.749651514503698,-0.390747894649216,0.0429849964052333,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"101","SAH035","Sahavazina",1,NA,2,4,6633,NA,"New",NA,"Low","Non-migrant",1.10634253029634,0.91455121561128,9564.82,0,0,0,0,0.763461862667698,NA,-0.966112551527065,-0.689361276646146,1.94785435050743,NA,NA,1.1458701142603,0.627037359545351,-0.091094700241233,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"102","SAH039","Sahavazina",1,NA,9,6,6654,NA,"New",NA,"Low","Non-migrant",2.19812223610125,-0.199063237197648,60578,0,0,0,3432,0.763461862667698,NA,-0.390073612353651,0.203994663497329,1.95749409827987,NA,NA,2.24323529043097,-0.332862631386909,2.13094289969496,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.421988373958393
"103","SAH040","Sahavazina",1,NA,30,5,6622,NA,"New",NA,"Low","Non-migrant",1.0308957207558,-0.283875488381662,1203.36,0,0,0,35545.25,0.763461862667698,NA,1.33804320516659,-0.242683306574408,1.9428049588171,NA,NA,1.07003732399797,-0.405968075499215,-0.455304077315206,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.58911895693941
"104","SAH041","Sahavazina",1,NA,7,3,6649,NA,"New",NA,"Low","Non-migrant",0.447754657571537,1.19401300743272,8648.86,0,2204.125,0,79348.5,0.763461862667698,NA,-0.554656166403198,-1.13603924671788,1.95519892023881,NA,NA,0.483912950984663,0.86792447335631,-0.130992184774398,-0.301206564441926,-0.0534739585115373,-0.420929184421018,1.96829382065296
"105","SAH044","Sahavazina",1,NA,15,10,4262,NA,"New",NA,"Low","Non-migrant",-0.885040449592447,-0.38754190386997,1195,0,0,5182,0,0.763461862667698,NA,0.10367404979499,1.99070654378428,0.859480923437923,NA,NA,-0.855700644868131,-0.495325205371415,-0.455668223097442,-0.301206564441926,-0.205374051295106,0.718994652911523,-0.530047208229021
"106","SAH045","Sahavazina",0,4,18,8,4264,29.28,"New",22.676,"Low","Migrant",-1.19507740833944,-0.591588172455832,4538.25,0,0,361,0,-1.29950955347693,0,0.350547880869311,1.0973506036408,0.860398994654346,-0.257789756622256,-0.307227246050796,-1.16732373150903,-0.671206553598615,-0.310042578783822,-0.301206564441926,-0.205374051295106,-0.341517276802907,-0.530047208229021
"107","SAH048","Sahavazina",0,4,15,7,4261,0,"New",4.556,"Low","Migrant",-1.12949167077767,-0.15367913445352,2897,0,0,267,0,-1.29950955347693,0,0.10367404979499,0.650672633569066,0.859021887829711,-0.435870677499847,-0.419567218546668,-1.10140246179583,-0.293742988405738,-0.381532323412471,-0.301206564441926,-0.205374051295106,-0.362195169645296,-0.530047208229021
"108","SAH049","Sahavazina",1,NA,28,5,4242,NA,"New",NA,"Low","Non-migrant",-0.365960961356568,0.229175594264839,320,0,0,0,3294,0.763461862667698,NA,1.17346065111705,-0.242683306574408,0.850300211273692,NA,NA,-0.333965581442859,0.0362655254907505,-0.49378156753008,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.426333397014729
"109","SAH050","Sahavazina",1,NA,20,12,4204,NA,"New",NA,"Low","Non-migrant",0.803995838004,-0.025055114995363,864,0,0,0,32998,0.763461862667698,NA,0.515130434918858,2.88406248392775,0.832856858161655,NA,NA,0.841976636951706,-0.182873203265889,-0.47008595681996,-0.301206564441926,-0.205374051295106,-0.420929184421018,0.508917073024533
"110","SAH051","Sahavazina",1,NA,1,6,2814,NA,"New",NA,"Low","Non-migrant",-0.559593854185785,-0.4301741259531,3340,5914,0,0,0,0.763461862667698,NA,-1.04840382855184,0.203994663497329,0.194797362747649,NA,NA,-0.528589086919467,-0.532072815361387,-0.362236081602575,1.14878814144967,-0.205374051295106,-0.420929184421018,-0.530047208229021
"111","SAH053","Sahavazina",1,NA,29,8,4574,NA,"New",NA,"Low","Non-migrant",0.582334008452818,0.182110601229928,106656.09,0,684,0,0,0.763461862667698,NA,1.25575192814182,1.0973506036408,1.00270003319992,NA,NA,0.619180800628281,-0.00430299108469795,4.13801731680135,-0.301206564441926,-0.158235316666189,-0.420929184421018,-0.530047208229021
"112","SAH054","Sahavazina",1,NA,3,4,4958,NA,"New",NA,"Low","Non-migrant",0.0682450516400307,-0.000230538607834063,1554,7896,0,0,0,0.763461862667698,NA,-0.883821274502292,-0.689361276646146,1.17896970675314,NA,NA,0.102461799843822,-0.161475213513529,-0.44003086235308,1.63473496374882,-0.205374051295106,-0.420929184421018,-0.530047208229021
"113","SAH055","Sahavazina",1,NA,50,1,4164,NA,"New",NA,"Low","Non-migrant",-1.23999188075976,0.293805345888094,17903.4,0,0,0,6756,0.763461862667698,NA,2.98386874566206,-2.02939518686136,0.814495433833194,NA,NA,-1.21246798330092,0.0919743013966618,0.272118067323461,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.317329992514462
"114","SAH056","Sahavazina",0,3,10,3,4252,24.11,"New",16.881,"Low","Migrant",-0.559593854185785,-0.4301741259531,27954,0,0,0,0,-1.29950955347693,-1.07238052947636,-0.307782335328877,-1.13603924671788,0.854890567355807,-0.289233689714371,-0.343154958005188,-0.528589086919467,-0.532072815361387,0.709903186814516,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"115","SAH057","Sahavazina",0,5,20,7,4259,20.41,"New",13.226,"Low","Migrant",-0.92508879691392,0.282630207801934,7077,0,0,0,0,-1.29950955347693,1.07238052947636,0.515130434918858,0.650672633569066,0.858103816613288,-0.311737084770624,-0.36581514561404,-0.89595387679771,0.082341690289187,-0.199459432294268,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"116","SAH059","Sahavazina",0,3,9,8,4159,NA,"New",NA,"Low","Migrant",-0.13117620290824,-0.284433944338328,10111.9,0,0,0,0,-1.29950955347693,-1.07238052947636,-0.390073612353651,1.0973506036408,0.812200255792137,NA,NA,-0.0979796802148341,-0.40644944664736,-0.06726493055871,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"117","SAH062","Sahavazina",1,NA,7,5,4257,NA,"New",NA,"Low","Non-migrant",-1.44458979419592,-0.00496542662476152,0,8321,0,508,0,0.763461862667698,NA,-0.554656166403198,-0.242683306574408,0.857185745396865,NA,NA,-1.41811260568058,-0.165556535332808,-0.507720162065445,1.73893647710762,-0.205374051295106,-0.309180572038746,-0.530047208229021
"118","SAH067","Sahavazina",0,6,8,7,4201,0,"New",4.556,"High","Migrant",2.72915522166436,-0.246018370707622,27518,0,0,0,1481,-1.29950955347693,2.14476105895272,-0.472364889378424,0.650672633569066,0.83147975133702,-0.435870677499847,-0.419567218546668,2.77698500445893,-0.373336452570496,0.690911851760081,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.483416924559207
"119","SAH068","Sahavazina",0,4,28,5,4201,20.54,"New",19.594,"Low","Migrant",-0.667736723157195,-0.710060648614269,10081.46,0,0,0,11145,-1.29950955347693,0,1.17346065111705,-0.242683306574408,0.83147975133702,-0.310946424944323,-0.326334961019465,-0.637285207418357,-0.773326033552705,-0.0685908393638866,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.17913936791837
"120","SAH072","Sahavazina",1,NA,4,3,4490,NA,"New",NA,"Low","Non-migrant",0.0463194035742266,0.0769597982149419,23719.5,0,0,9940,0,0.763461862667698,NA,-0.801529997477518,-1.13603924671788,0.964141042110148,NA,NA,0.08042398166085,-0.0949396154622042,0.525456378814509,-0.301206564441926,-0.205374051295106,1.76564799486988,-0.530047208229021
"121","SAH073","Sahavazina",0,3,3,2,4460,0,"New",4.556,"Low","Migrant",-0.988502868290511,0.10417996471801,5847.5,6336,0,0,0,-1.29950955347693,-1.07238052947636,-0.883821274502292,-1.58271721678962,0.950369973863803,-0.435870677499847,-0.419567218546668,-0.959692370229926,-0.0714767037573821,-0.253014125985615,1.25225411471417,-0.205374051295106,-0.420929184421018,-0.530047208229021
"122","SAH074","Sahavazina",1,NA,24,4,4482,NA,"New",NA,"Low","Non-migrant",-0.775648603695347,-0.255292484881475,6085,0,0,0,2883,0.763461862667698,NA,0.844295543017952,-0.689361276646146,0.960468757244456,NA,NA,-0.74574915776295,-0.381330441952487,-0.242669075353899,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.439274009160775
"123","SAH075","Sahavazina",0,3,6,5,4500,NA,"New",NA,"Low","Migrant",-1.10886018743384,-0.234511312971887,5693.5,0,0,0,0,-1.29950955347693,-1.07238052947636,-0.636947443427971,-0.242683306574408,0.968731398192263,NA,NA,-1.08066542919311,-0.363417737355973,-0.259722074605759,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"124","SAH089","Sahavazina",1,NA,10,6,6327,NA,"New",NA,"Low","Non-migrant",-0.851543461778447,1.2231611927817,1290.6,3648,0,0,0,0.763461862667698,NA,-0.307782335328877,0.203994663497329,1.8073894543947,NA,NA,-0.822032288753564,0.893049275554776,-0.451504067980002,0.593210190223706,-0.205374051295106,-0.420929184421018,-0.530047208229021
"125","SAH090","Sahavazina",1,NA,20,4,6340,NA,"New",NA,"Low","Non-migrant",-0.526096866371785,1.18052897069857,1153,0,0,1153,1153,0.763461862667698,NA,0.515130434918858,-0.689361276646146,1.81335691730145,NA,NA,-0.494920730804899,0.856301665564804,-0.457497663630209,-0.301206564441926,-0.205374051295106,-0.16729503072661,-0.493744225736587
"126","SAH092","Sahavazina",1,NA,15,7,6351,NA,"New",NA,"Low","Non-migrant",0.753940077105882,-0.419262052650591,13444.65,0,0,0,0,0.763461862667698,NA,0.10367404979499,0.650672633569066,1.81840630899178,NA,NA,0.791664794201502,-0.522666957671852,0.0779033536217182,-0.301206564441926,-0.205374051295106,-0.420929184421018,-0.530047208229021
"127","SAH094","Sahavazina",1,NA,16,10,6367,NA,"New",NA,"Low","Non-migrant",0.282885749062921,0.0978861940153605,719,16478,1438,0,11534.6,0.763461862667698,NA,0.185965326819764,1.99070654378428,1.82575087872316,NA,NA,0.318200584406791,-0.0769017325230958,-0.476401882468797,3.73886999350223,-0.106272442528465,-0.420929184421018,-0.1668725492028
