"","resp_id","sn","site","fokontany","main_house_rm","house_qlty","tlu","food_sec","mplayer_num","irrigated_rice","lightAvail","Migrant","hh_age","M_reason","hh_size","dist2park","dist_migrated","PC1","PC2","MigrantF"
"146","AMP009",9,"Ampahitra","Ampahitra",2,1,0,2,1,0,2,1,1,NA,3,-2476,NA,-0.228996709057144,1.27121007014762,"Non-migrant"
"147","AMP010",10,"Ampahitra","Ampahitra",2,1,0,3,1,0,1,0,4,4,8,-705,29.4,-0.428417963605415,0.987006664417129,"Migrant"
"148","AMP011",11,"Ampahitra","Ampahitra",2,1,0.05,4,1,0,2,0,1,4,7,-1596,0,0.0012938523941014,1.13638868772749,"Migrant"
"149","AMP012",12,"Ampahitra","Ampahitra",1,1,0,3,1,0,1,1,4,NA,3,-696,NA,-0.852837626500418,1.21951935108611,"Non-migrant"
"150","AMP013",13,"Ampahitra","Ampahitra",1,1,0.15,6,0,1,2,0,12,4,8,-2134,85.86,-0.228850259887251,-0.167858390237793,"Migrant"
"151","AMP014",14,"Ampahitra","Ampahitra",1,1,0.13,5,1,0,2,0,2,5,7,-2390,37.57,-0.300862623804437,1.32152081251215,"Migrant"
"152","AMP015",15,"Ampahitra","Ampahitra",1,1,0.3,6,1,0,1,0,5,4,12,-644,29.4,-0.478283078079197,1.09922871560669,"Migrant"
"153","AMP016",16,"Ampahitra","Ampahitra",1,1,0.12,12,0,0,3,0,3,4,3,-1112,0,0.200791249691918,-0.234524764756149,"Migrant"
"154","AMP017",17,"Ampahitra","Ampahitra",1,1,4.3,9,0,1,4,0,34,4,5,-1717,18.4,1.26661995343083,1.52933624764795,"Migrant"
"155","AMP018",18,"Ampahitra","Ampahitra",1,1,0.02,7,0,0,1,0,1,4,5,-2949,29.4,-0.994361989069199,-0.303742925029748,"Migrant"
"156","AMP019",19,"Ampahitra","Ampahitra",2,1,2.2,12,0,0,3,0,7,3,6,-1141,18.4,0.894397174756939,0.290465621257649,"Migrant"
"157","AMP020",20,"Ampahitra","Ampahitra",1,1,0.01,4,0,0,1,0,5,2,5,-772,29.4,-1.33138576055325,-0.0778388803782129,"Migrant"
"158","AMP021",21,"Ampahitra","Ampahitra",1,1,0.02,9,1,1,2,0,9,4,10,-2408,29.4,0.681807373184708,0.779736559083279,"Migrant"
"159","AMP022",22,"Ampahitra","Ampahitra",2,1,0.02,3,1,1,2,0,1,4,5,-1336,29.4,0.434767822555544,1.00631564510855,"Migrant"
"160","AMP023",23,"Ampahitra","Ampahitra",2,1,0.43,9,0,1,3,0,45,4,9,-293,29.4,0.878866745453996,-0.320257285495919,"Migrant"
"161","AMP024",24,"Ampahitra","Ampahitra",1,1,0,3,0,0,2,0,5,4,1,-910,77.71,-1.13325867072695,0.202722683656691,"Migrant"
"162","AMP025",25,"Ampahitra","Ampahitra",2,1,4.8,12,0,0,4,0,6,4,8,-1074,29.4,1.54221112593843,1.44503257239258,"Migrant"
"163","AMP026",26,"Ampahitra","Ampahitra",2,1,4.34,12,1,1,2,0,10,4,11,-1410,29.4,2.00103580273337,1.89095359856218,"Migrant"
"164","AMP027",27,"Ampahitra","Ampahitra",1,1,0.4,4,0,1,4,1,3,NA,3,-1014,NA,0.202346367258572,0.491594463612952,"Non-migrant"
"165","AMP028",28,"Ampahitra","Ampahitra",2,1,0.1,2,1,0,4,0,20,4,7,-76,18.4,0.4066071851005,1.72300470766643,"Migrant"
"166","AMP029",29,"Ampahitra","Ampahitra",1,1,0.04,6,0,0,1,0,5,4,10,85,0,-1.10368352854595,-0.219943946189525,"Migrant"
"167","AMP030",30,"Ampahitra","Ampahitra",2,1,0.23,10,1,0,4,0,8,4,11,-52,47.013,1.31871027785168,1.15822628611677,"Migrant"
"168","AMP031",31,"Ampahitra","Ampahitra",1,1,0.02,11,1,0,4,0,2,4,4,-61,33.84,0.979023024715978,1.23774500172931,"Migrant"
"169","AMP032",32,"Ampahitra","Ampahitra",1,1,0.07,6,0,0,3,1,6,NA,4,-79,NA,-0.477138787442106,0.20635779946015,"Non-migrant"
"170","AMP033",33,"Ampahitra","Ampahitra",1,1,7.3,3,0,0,3,0,34,4,6,-186,18.4,0.122812699781017,3.06895523171905,"Migrant"
"171","AMP034",34,"Ampahitra","Ampahitra",1,1,0.56,10,0,0,2,0,10,4,4,-111,139.502,-0.277416363851703,-0.128941249533545,"Migrant"
"172","AMP035",35,"Ampahitra","Ampahitra",1,1,0,4,0,0,1,0,6,4,7,668,37.57,-1.33267992527523,-0.0814807220738032,"Migrant"
"173","AMP036",36,"Ampahitra","Ampahitra",1,1,0.05,5,0,0,3,0,16,5,6,86,83.993,-0.591636985806744,0.275589411518011,"Migrant"
"174","AMP037",37,"Ampahitra","Ampahitra",1,1,0,3,0,0,2,0,10,5,5,81,33.41,-1.13325867072695,0.202722683656691,"Migrant"
"175","AMP038",38,"Ampahitra","Ampahitra",1,1,0,3,0,0,2,0,2,4,6,19,37.57,-1.13325867072695,0.202722683656691,"Migrant"
"176","AMP039",39,"Ampahitra","Ampahitra",1,1,0.63,4,1,0,3,0,7,4,8,-998,29.4,-0.0367331331576043,1.78781630302216,"Migrant"
"177","AMP040",40,"Ampahitra","Ampahitra",1,1,0.01,2,0,0,2,0,6,4,7,787,NA,-1.24387437492568,0.282879820801323,"Migrant"
"178","AMP041",41,"Ampahitra","Ampahitra",1,1,0.43,6,1,1,2,0,39,2,7,-905,23.097,0.399138520023445,1.15859795494961,"Migrant"
"179","AMP042",42,"Ampahitra","Ampahitra",1,1,0.03,3,0,0,1,0,2,3,3,470,481.156,-1.44070730003001,0.00596009846200929,"Migrant"
"180","AMP043",43,"Ampahitra","Ampahitra",1,1,0.01,4,0,0,3,0,11,4,5,146,33.41,-0.708723513615323,0.337537340184692,"Migrant"
"181","AMP044",44,"Ampahitra","Ampahitra",1,1,1.7,7,0,0,3,1,6,NA,4,-181,NA,-0.1542800688401,0.723462700392325,"Non-migrant"
"182","AMP045",45,"Ampahitra","Ampahitra",2,1,0.03,9,0,1,3,0,24,4,3,74,164.68,0.827100156575147,-0.465930953319531,"Migrant"
"183","AMP046",46,"Ampahitra","Ampahitra",2,1,0.18,9,0,0,3,0,11,5,5,-515,18.4,0.297246294156664,-0.215640514904463,"Migrant"
"184","AMP047",47,"Ampahitra","Ampahitra",2,1,0.04,5,0,0,1,1,3,NA,4,515,NA,-0.791173734571643,-0.375941337409465,"Non-migrant"
"185","AMP048",48,"Ampahitra","Ampahitra",1,1,0.28,8,0,0,1,0,33,6,10,-916,33.41,-0.848803837377252,-0.285570336393442,"Migrant"
"186","AMP049",49,"Ampahitra","Ampahitra",2,1,0.05,5,1,0,3,0,8,5,7,94,0,0.424534844783762,1.2675615025599,"Migrant"
"187","AMP050",50,"Ampahitra","Ampahitra",4,1,2.01,12,1,0,3,1,10,NA,6,-46,NA,2.31039953852499,0.980730033414343,"Non-migrant"
"188","AMP052",52,"Ampahitra","Ampahitra",2,1,0.95,5,0,0,1,0,7,6,6,120,425.84,-0.67340474487226,-0.0445337431107491,"Migrant"
"189","AMP053",53,"Ampahitra","Ampahitra",1,1,0.53,8,0,0,3,0,18,6,10,-115,40.67,-0.19378747239004,0.22085192655922,"Migrant"
"190","AMP054",54,"Ampahitra","Ampahitra",1,1,0.1,4,0,0,1,1,4,NA,5,111,NA,-1.31973827805551,-0.0450623051179004,"Non-migrant"
"191","AMP055",55,"Ampahitra","Ampahitra",1,1,0.3,9,0,0,3,0,30,4,4,377,37.57,-0.111643392074684,0.0605742721116014,"Migrant"
"192","AMP056",56,"Ampahitra","Ampahitra",1,1,0.02,2,0,0,1,0,14,4,2,238,18.4,-1.55391133367267,0.0788335522154607,"Migrant"
"193","AMP057",57,"Ampahitra","Ampahitra",1,1,0.81,3,0,0,1,0,11,4,7,-75,33.41,-1.33976245171625,0.290023750718052,"Migrant"
"194","AMP058",58,"Ampahitra","Ampahitra",1,1,0.15,7,1,0,2,1,10,NA,7,84,NA,-0.0744545565191055,1.17577390500525,"Non-migrant"
"195","AMP060",60,"Ampahitra","Ampahitra",1,1,0.08,3,0,0,1,0,1,3,4,114,37.57,-1.43423647642015,0.0241693069399607,"Migrant"
"196","AMP061",61,"Ampahitra","Ampahitra",1,1,0.08,10,0,0,2,1,34,NA,6,2481,NA,-0.339536270506322,-0.303749650921879,"Non-migrant"
"197","AMP062",62,"Ampahitra","Ampahitra",1,1,0.03,3,0,0,1,1,45,NA,5,2555,NA,-1.44070730003001,0.00596009846200929,"Non-migrant"
"198","AMP063",63,"Ampahitra","Ampahitra",1,1,0.06,3,0,0,3,0,5,4,6,2161,0,-0.814162558926162,0.432261844111685,"Migrant"
"199","AMP064",64,"Ampahitra","Ampahitra",2,1,0.06,5,0,1,1,0,23,4,5,3904,0,-0.239319071879649,-0.564320466999498,"Migrant"
"200","AMP065",65,"Ampahitra","Ampahitra",1,1,0.07,9,1,1,3,1,15,NA,10,3209,NA,0.99960932026353,1.00563387784268,"Non-migrant"
"201","AMP066",66,"Ampahitra","Ampahitra",1,1,0.13,10,0,1,1,1,15,NA,6,1673,NA,-0.0951302371173809,-0.688891365706593,"Non-migrant"
"202","AMP067",67,"Ampahitra","Ampahitra",1,1,0,3,0,0,1,0,8,4,5,2084,0,-1.44458979419592,-0.00496542662476152,"Migrant"
"203","AMP068",68,"Ampahitra","Ampahitra",1,1,0.2,8,0,0,1,0,2,4,4,-48,29.4,-0.859157155153022,-0.314705069958164,"Migrant"
"204","AMP069",69,"Ampahitra","Ampahitra",1,1,4.3,11.5,1,1,4,0,4,4,2,2985,0,2.13814679342807,2.56253278673622,"Migrant"
"205","AMP070",70,"Ampahitra","Ampahitra",1,1,0.09,12,1,0,3,0,4,4,3,315,70.74,0.788660923221506,0.979034487867952,"Migrant"
"206","AMP071",71,"Ampahitra","Ampahitra",1,1,0.13,5,0,0,0,1,9,NA,4,1696,NA,-1.51527703843787,-0.318340185761624,"Non-migrant"
"207","AMP072",72,"Ampahitra","Ampahitra",1,1,0,1,0,1,0,1,10,NA,4,1842,NA,-1.43047432225822,-0.255285758989344,"Non-migrant"
"208","AMP073",73,"Ampahitra","Ampahitra",3,1,14.23,12,1,1,3,0,30,5,2,3934,NA,4.0167154991269,5.46791045911344,"Migrant"
"209","AMP074",74,"Ampahitra","Ampahitra",1,1,0.15,5,1,0,2,1,4,NA,4,1497,NA,-0.298274294360495,1.32880449590333,"Non-migrant"
"210","AMP075",75,"Ampahitra","Ampahitra",1,1,0.03,2,1,0,3,1,7,NA,3,1502,NA,-0.338202754317268,1.72233639218483,"Non-migrant"
"211","AMP076",76,"Ampahitra","Ampahitra",1,1,0.08,10,1,1,2,1,14,NA,6,2424,NA,0.80148223043723,0.725072313807779,"Non-migrant"
"212","AMP077",77,"Ampahitra","Ampahitra",1,1,0.28,11,1,1,3,0,14,5,3,1455,NA,1.25060651726632,0.929081962551996,"Migrant"
"213","AMP078",78,"Ampahitra","Ampahitra",1,1,0.03,8,1,0,3,0,14,4,7,1104,NA,0.3332564592069,1.26324461949058,"Migrant"
"214","AMP079",79,"Ampahitra","Ampahitra",2,1,0.08,10,1,1,2,1,12,NA,8,2424,NA,1.22590189333223,0.492559627138798,"Non-migrant"
"215","AMP080",80,"Ampahitra","Ampahitra",1,1,0.2,9,0,0,2,0,12,5,5,2644,18.4,-0.435916162763362,-0.183532255125754,"Migrant"
"216","AMP081",81,"Ampahitra","Ampahitra",1,1,0.22,1,0,1,1,0,10,4,5,2483,39.46,-1.09067157490589,0.032522868595095,"Migrant"
"217","AMP082",82,"Ampahitra","Ampahitra",1,1,0.12,6,0,1,2,1,3,NA,3,4939,NA,-0.232732754053165,-0.178783915324564,"Non-migrant"
"218","AMP083",83,"Ampahitra","Ampahitra",1,1,0.01,5,1,1,3,1,19,NA,9,4728,NA,0.544204856248924,1.28984400946531,"Non-migrant"
"219","AMP084",84,"Ampahitra","Ampahitra",2,1,1.6,12,0,1,3,1,9,NA,5,2464,NA,1.36601362468672,-0.123707693458981,"Non-migrant"
"220","AMP085",85,"Ampahitra","Ampahitra",1,1,0.06,6,0,1,1,1,25,NA,8,2388,NA,-0.551828865853958,-0.408323075779558,"Non-migrant"
"221","AMP086",86,"Ampahitra","Ampahitra",2,1,0.66,11,0,1,3,0,11,3,10,2967,29.4,1.13245227190072,-0.389525517395426,"Migrant"
"222","AMP087",87,"Ampahitra","Ampahitra",1,1,0.1,7,0,0,1,1,4,NA,3,3255,NA,-0.984008671293429,-0.274608191465026,"Non-migrant"
"223","AMP088",88,"Ampahitra","Ampahitra",2,1,0.02,8,1,1,3,1,2,NA,3,2550,NA,1.30564829062798,0.831427278144792,"Non-migrant"
"224","AMP089",89,"Ampahitra","Ampahitra",1,1,0.2,3,0,1,2,0,7,4,5,3028,NA,-0.558109043039479,0.0798967045872834,"Migrant"
"225","AMP090",90,"Ampahitra","Ampahitra",2,1,0.08,9,0,1,3,0,7,4,6,4033,0,0.833570980185003,-0.447721744841579,"Migrant"
"226","AMP091",91,"Ampahitra","Ampahitra",1,1,0.06,7,0,1,3,0,12,4,9,3170,0,0.182743250004668,-0.0694621506656952,"Migrant"
"227","AMP092",92,"Ampahitra","Ampahitra",1,1,0.13,7,0,1,3,0,3,4,5,2424,18.4,0.191802403058466,-0.0439692587965633,"Migrant"
"228","AMP093",93,"Ampahitra","Ampahitra",1,1,0,4,1,1,2,1,17,NA,9,2878,NA,0.119669699137293,1.15502935293731,"Non-migrant"
"229","AMP094",94,"Ampahitra","Ampahitra",1,1,0.02,4,0,1,3,1,20,NA,11,3090,NA,-0.158163015645301,0.145516368899069,"Non-migrant"
"230","AMP095",95,"Ampahitra","Ampahitra",2,1,1.47,11,1,1,3,1,13,NA,7,2424,NA,1.8290317820759,1.12994843765826,"Non-migrant"
"231","AMP096",96,"Ampahitra","Ampahitra",2,1,0.42,4,0,1,3,0,1,4,5,2424,29.4,0.318023236128552,0.058677350053699,"Migrant"
"232","AMP097",97,"Ampahitra","Ampahitra",1,1,0.12,12,0,0,2,1,18,NA,4,661,NA,-0.110539873777048,-0.442212875037601,"Non-migrant"
"233","AMP098",98,"Ampahitra","Ampahitra",1,1,0,3,1,0,1,1,4,NA,4,1855,NA,-0.852837626500418,1.21951935108611,"Non-migrant"
"234","AMP099",99,"Ampahitra","Ampahitra",1,1,5.16,10,0,1,2,0,14,5,8,2424,21.48,0.867165741503119,1.35064311745677,"Migrant"
"235","AMP100",100,"Ampahitra","Ampahitra",1,1,0.15,5,0,1,2,1,11,NA,6,2424,NA,-0.340760128807946,-0.0913430947887515,"Non-migrant"
"236","AMP101",101,"Ampahitra","Ampahitra",1,1,0.02,4,0,0,2,1,10,NA,6,2252,NA,-1.01876047236232,0.13349107159883,"Non-migrant"
"237","AMP102",102,"Ampahitra","Ampahitra",1,1,1.65,12,1,0,3,0,25,4,8,2083,33.84,0.990550619849019,1.54716179238004,"Migrant"
"238","AMP103",103,"Ampahitra","Ampahitra",1,1,0.1,7,1,0,1,1,10,NA,7,2424,NA,-0.392256503597927,0.949876586245846,"Non-migrant"
"239","AMP104",104,"Ampahitra","Ampahitra",1,1,0.11,7,0,0,2,0,8,4,5,1442,0,-0.671383383102492,-0.0632782394879829,"Migrant"
"240","AMP105",105,"Ampahitra","Ampahitra",1,1,0.01,3,0,0,2,1,7,NA,3,373,NA,-1.13196450600498,0.206364525352281,"Non-migrant"
"241","AMP106",106,"Ampahitra","Ampahitra",2,1,0.07,3,1,0,2,0,4,3,3,-414,0,-0.108027687082651,1.22018766656771,"Migrant"
"242","AMP107",107,"Ampahitra","Ampahitra",1,1,0.05,8,0,0,2,0,13,3,5,-221,29.4,-0.567238502513625,-0.161644585110566,"Migrant"
"243","AMP108",108,"Ampahitra","Ampahitra",1,1,0.04,4,0,0,2,0,2,4,6,321,18.4,-1.01617214291837,0.14077475499001,"Migrant"
"244","AMP109",109,"Ampahitra","Ampahitra",1,1,0.08,3,0,0,2,0,4,4,3,518,671.33,-1.12290535295118,0.231857417221413,"Migrant"
"245","AMP110",110,"Ampahitra","Ampahitra",1,1,0.23,1,0,0,1,1,7,NA,3,381,NA,-1.63864374343197,0.231827523271898,"Non-migrant"
"246","AMP111",111,"Ampahitra","Ampahitra",1,1,0,3,0,0,1,0,2,5,3,-447,33.84,-1.44458979419592,-0.00496542662476152,"Migrant"
"247","AMP112",112,"Ampahitra","Ampahitra",1,1,0.35,9,1,0,3,0,15,6,8,611,75.37,0.486579599230674,1.30326825830042,"Migrant"
"248","AMP113",113,"Ampahitra","Ampahitra",2,1,3.41,12,1,0,3,1,12,NA,5,319,NA,1.64274327381096,1.95561324413495,"Non-migrant"
"249","AMP114",114,"Ampahitra","Ampahitra",1,1,0.09,10,0,0,1,1,20,NA,2,1277,NA,-0.649573229253317,-0.507795919507741,"Non-migrant"
"250","AMP115",115,"Ampahitra","Ampahitra",1,1,0.02,4,0,0,1,0,1,3,3,518,33.41,-1.33009159583128,-0.0741970386826226,"Migrant"
"251","AMP116",116,"Ampahitra","Ampahitra",1,1,0.1,6,0,0,2,1,26,NA,10,364,NA,-0.784587416745158,0.0095952142654685,"Non-migrant"
"252","AMP117",117,"Ampahitra","Ampahitra",1,1,1.6,6,1,0,2,0,1,3,4,419,61.53,0.00128945924602974,1.78035624631488,"Migrant"
"253","AMP118",118,"Ampahitra","Ampahitra",1,1,0,2,1,0,2,1,13,NA,7,407,NA,-0.653416371952147,1.5037227568166,"Non-migrant"
"254","AMP119",119,"Ampahitra","Ampahitra",1,1,0.02,2,0,1,1,1,15,NA,8,1276,NA,-1.00464500042462,-0.116829260765752,"Non-migrant"
"255","AMP120",120,"Ampahitra","Ampahitra",2,1,14,12,1,0,3,0,1,6,5,1057,681.757,3.0132637143785,5.81232359976506,"Migrant"
"256","AMP121",121,"Ampahitra","Ampahitra",2,2,0.07,7,1,0,3,0,3,4,7,908,29.4,1.42362650607321,-0.221339018210923,"Migrant"
"257","AMP122",122,"Ampahitra","Ampahitra",1,1,0.02,3,1,1,3,1,41,NA,11,1424,NA,0.321679283129506,1.44651644205898,"Non-migrant"
"258","AMP123",123,"Ampahitra","Ampahitra",1,1,0.04,4,1,1,3,1,14,NA,6,1892,NA,0.436177481494143,1.37728483000112,"Non-migrant"
"259","AMP124",124,"Ampahitra","Ampahitra",1,1,0,2,1,0,3,1,30,NA,5,1244,NA,-0.342085248483182,1.71141086709806,"Non-migrant"
"260","AMP125",125,"Ampahitra","Ampahitra",2,1,1.45,1,1,0,3,1,1,NA,2,76,NA,0.158078430176957,2.08348052173871,"Non-migrant"
"261","AMP126",126,"Ampahitra","Ampahitra",1,1,0.1,6,0,0,3,0,7,4,5,79,18.4,-0.473256293276193,0.217283324546921,"Migrant"
"262","AMP127",127,"Ampahitra","Ampahitra",2,1,0.05,6,1,0,2,1,3,NA,3,74,NA,0.225113590235491,0.983358096829407,"Non-migrant"
"263","AMP128",128,"Ampahitra","Ampahitra",1,1,1.8,4,1,0,1,1,10,NA,7,921,NA,-0.5079781076249,1.79853556084332,"Non-migrant"
"264","AMP129",129,"Ampahitra","Ampahitra",2,1,0.5,6,0,0,3,1,2,NA,3,-35,NA,0.00292995849766017,0.130444305701551,"Non-migrant"
"265","AMP130",130,"Ampahitra","Ampahitra",2,1,0.8,10,0,0,1,0,15,5,8,25,37.57,-0.133267871098355,-0.481737845789812,"Migrant"
"266","AMP131",131,"Ampahitra","Ampahitra",1,1,0.04,4,0,0,0,0,7,5,6,25,61.53,-1.63883438985631,-0.274601465572894,"Migrant"
"267","AMP132",132,"Ampahitra","Ampahitra",2,2,0.04,7,0,0,1,0,43,4,2,910,17.22,0.205329597273863,-1.87212554157147,"Migrant"
"268","AMP133",133,"Ampahitra","Ampahitra",1,1,0.42,8,0,0,1,0,13,4,5,591,0,-0.830685531269655,-0.234584552655178,"Migrant"
"269","AMP134",134,"Ampahitra","Ampahitra",1,2,0.15,12,0,0,3,0,2,6,1,351,37.57,0.977357337861948,-1.5667528529333,"Migrant"
"270","AMP135",135,"Ampahitra","Ampahitra",1,1,0.1,6,0,0,2,1,2,NA,4,-1592,NA,-0.784587416745158,0.0095952142654685,"Non-migrant"
"271","AMP136",136,"Ampahitra","Ampahitra",1,1,0.52,11,1,0,2,0,6,4,7,86,37.57,0.421069013876609,1.00446086594592,"Migrant"
"272","AMP137",137,"Ampahitra","Ampahitra",1,1,0.08,11,1,0,3,1,8,NA,4,63,NA,0.67545688957884,1.0519079416214,"Non-migrant"
"273","AMP138",138,"Ampahitra","Ampahitra",2,1,1.47,10,0,0,3,1,13,NA,6,127,NA,0.576103412211649,0.177641768377642,"Non-migrant"
"274","AMP139",139,"Ampahitra","Ampahitra",2,1,0.05,4,0,0,0,1,2,NA,5,-19,NA,-1.21312056223933,-0.503472310546285,"Non-migrant"
"275","AMP140",140,"Ampahitra","Ampahitra",1,1,0.04,10,0,0,3,0,1,2,4,140,29.4,-0.0333818059252416,-0.110628907422788,"Migrant"
"276","AMP141",141,"Ampahitra","Ampahitra",2,2,0,7,0,1,3,1,11,NA,4,95,NA,1.37208151857196,-1.66697950077214,"Non-migrant"
"277","AMP142",142,"Ampahitra","Ampahitra",2,1,2.13,8,0,1,3,0,29,2,6,95,37.57,0.986964879268412,0.375371098203471,"Migrant"
"278","AMP143",143,"Ampahitra","Ampahitra",1,1,0.05,9,1,0,3,1,4,NA,4,73,NA,0.447754657571537,1.19401300743272,"Non-migrant"
"279","AMP144",144,"Ampahitra","Ampahitra",2,1,0.06,9,0,0,2,1,12,NA,8,-75,NA,-0.0296148059759561,-0.467030725532999,"Non-migrant"
"280","AMP145",145,"Ampahitra","Ampahitra",2,1,0.76,10,0,1,3,1,15,NA,7,-101,NA,1.03348405019974,-0.276591804990482,"Non-migrant"
"281","AMP146",146,"Ampahitra","Ampahitra",3,1,2.18,11,0,1,4,1,17,NA,6,108,NA,2.06491609600432,0.139209843946768,"Non-migrant"
"282","AMP147",147,"Ampahitra","Ampahitra",2,1,0.03,3,1,0,1,1,3,NA,3,169,NA,-0.424535469439501,0.9979321895039,"Non-migrant"
"283","AMP148",148,"Ampahitra","Ampahitra",2,1,0.77,3,0,1,2,0,7,4,6,-741,0,-0.059921990992115,0.0549689945669484,"Migrant"
"284","AMP149",149,"Ampahitra","Ampahitra",1,1,2.1,3,0,0,2,0,3,4,3,-66,29.4,-0.861484079112994,0.967509439730651,"Migrant"
"285","AMP150",150,"Ampahitra","Ampahitra",1,1,0.74,1,1,0,2,0,6,4,6,-1094,29.4,-0.66955805144697,1.84973433773933,"Migrant"
"286","AMP151",151,"Ampahitra","Ampahitra",1,1,1.5,4,0,0,3,0,10,4,8,-1087,29.4,-0.515892970041608,0.880171752827644,"Migrant"
"287","AMP152",152,"Ampahitra","Ampahitra",1,1,0.03,3,0,0,3,0,8,4,3,-1042,29.4,-0.818045053092075,0.421336319024914,"Migrant"
"288","AMP153",153,"Ampahitra","Ampahitra",1,1,0.72,2,1,0,2,0,2,4,8,-170,29.4,-0.560236511970218,1.7659353588991,"Migrant"
"289","AMP154",154,"Ampahitra","Ampahitra",2,1,0.01,3,0,0,1,0,1,2,3,-1028,29.4,-1.01887596657895,-0.233836271598152,"Migrant"
"290","AMP155",155,"Ampahitra","Ampahitra",1,1,2.31,4,0,0,2,0,9,4,7,-1081,29.4,-0.722396751030903,0.967472819889005,"Migrant"
"291","AMP156",156,"Ampahitra","Ampahitra",1,1,0.72,3,1,0,1,0,3,4,2,-1085,29.4,-0.759657766518489,1.48173195316861,"Migrant"
"292","AMP157",157,"Ampahitra","Ampahitra",2,1,3.63,9,0,1,2,0,6,4,4,-2173,29.4,0.981668333015828,0.63744394681152,"Migrant"
"293","AMP158",158,"Ampahitra","Ampahitra",1,1,0.02,3,0,0,1,0,5,4,4,-149,0,-1.44200146475198,0.00231825676641906,"Migrant"
"294","AMP159",159,"Ampahitra","Ampahitra",1,1,0.04,10,0,0,3,0,7,4,7,-1100,29.4,-0.0333818059252416,-0.110628907422788,"Migrant"
"295","AMP160",160,"Ampahitra","Ampahitra",1,1,0.14,2,0,0,1,0,6,4,6,-1371,29.4,-1.53838135700902,0.122535652562544,"Migrant"
"296","AMP161",161,"Ampahitra","Ampahitra",1,1,0.11,2,0,0,1,0,9,4,5,-1372,29.4,-1.54226385117493,0.111610127475773,"Migrant"
"297","AMP162",162,"Ampahitra","Ampahitra",1,1,4.3,7,0,0,3,0,12,4,10,-1058,29.4,0.182202758872423,1.6703415412458,"Migrant"
